review_number,title,link
Review_261,Data Mixture Inference: What do BPE Tokenizers Reveal about their Training Data?,https://arxiv.org/abs/2407.16607
Review_262,Large Scale Dataset Distillation with Domain Shift,https://dl.acm.org/doi/10.5555/3692070.3693400
Review_263,Denoising Vision Transformers,https://arxiv.org/abs/2401.02957
Review_264,DENOISING DIFFUSION IMPLICIT MODELS,https://arxiv.org/pdf/2010.02502
Review_265,IMPROVED TECHNIQUES FOR TRAINING CONSISTENCY MODELS,https://arxiv.org/abs/2310.14189
Review_266,NEFTUNE: NOISY EMBEDDINGS IMPROVE INSTRUCTION FINETUNING,https://arxiv.org/abs/2310.05914
Review_267,Consistency Models Made Easy,https://arxiv.org/pdf/2406.14548
Review_268,Improving Text Embeddings for Smaller Language Models Using Contrastive Fine-tuning,https://arxiv.org/abs/2408.00690
Review_269,TurboEdit: Text-Based Image Editing Using Few-Step Diffusion Models,https://arxiv.org/abs/2408.00735
Review_270,Language Model Can Listen While Speaking,https://arxiv.org/pdf/2408.02622
Review_271,Masked Attention is All You Need for Graphs,https://arxiv.org/abs/2402.10793
Review_272,Scaling LLM Test-Time Compute Optimally can be More Effective than Scaling Model Parameters,https://arxiv.org/abs/2408.03314
Review_273,Synthesizing Text-to-SQL Data fromWeak and Strong LLMs,https://arxiv.org/abs/2408.03256
Review_274,Img-Diff: Contrastive Data Synthesis for Multimodal Large Language Models,https://arxiv.org/abs/2408.04594
Review_275,Gemma Scope: Open Sparse Autoencoders Everywhere All At Once on Gemma 2,https://arxiv.org/abs/2408.05147
Review_276,Jumping Ahead: Improving Reconstruction Fidelity with JumpReLU Sparse Autoencoders,https://arxiv.org/pdf/2407.14435
Review_277,Your Classifier Can Be Secretly a Likelihood-Based OOD Detect,https://arxiv.org/abs/2408.04851
Review_278,On the Geometry of Deep Learning,https://arxiv.org/abs/2408.04809
Review_279,Faster Machine Unlearning via Natural Gradient Descent,https://arxiv.org/abs/2407.08169
Review_280,DIGRESS: DISCRETE DENOISING DIFFUSION FOR GRAPH GENERATION,https://arxiv.org/abs/2209.14734
Review_281,JPEG-LM: LLMs as Image Generators with Canonical Codec Representations,https://www.arxiv.org/abs/2408.08459
Review_282,Tree Attention: Topology-Aware Decoding for Long-Context Attention on GPU Clusters,https://arxiv.org/abs/2408.04093
Review_283,Approaching Deep Learning through the Spectral Dynamics of Weights,https://arxiv.org/abs/2408.11804
Review_284,Platypus: A Generalized Specialist Model for Reading Text in Various Forms,https://arxiv.org/abs/2408.14805
Review_285,Counterfactual Explanations and Algorithmic Recourses for Machine Learning: A Review,https://arxiv.org/abs/2010.10596
Review_286,DIFFUSION MODELS ARE REAL-TIME GAME ENGINES,https://arxiv.org/pdf/2408.14837
Review_287,Transfusion: Predict the Next Token and Diffuse Images with One Multi-Modal Mode,https://arxiv.org/pdf/2408.11039
Review_288,"Smaller, Weaker, Yet Better: Training LLM Reasoners via Compute-Optimal Sampling",https://arxiv.org/pdf/2408.16737
Review_289,Flexora: Flexible Low Rank Adaptation for Large Language Models,https://arxiv.org/abs/2408.10774
Review_290,EAGLE: Speculative Sampling Requires Rethinking Feature Uncertainty,https://arxiv.org/pdf/2401.15077
Review_291,ReMamba: Equip Mamba with Effective Long-Sequence Modeling,https://arxiv.org/abs/2408.15496
Review_292,DO TRANSFORMER WORLD MODELS GIVE BETTER POLICY GRADIENTS?,https://arxiv.org/abs/2402.05290
Review_293,MemLong: Memory-Augmented Retrieval for Long Text Modeling,https://arxiv.org/abs/2408.16967
Review_294,Can LLMs Generate Novel Research Ideas? A Large-Scale Human Study with 100+ NLP Researchers,https://arxiv.org/abs/2409.04109
Review_295,Learning to reason with LLMs,https://openai.com/index/learning-to-reason-with-llms/
Review_296,"LLMs Will Always Hallucinate, We Need to Live With This",https://arxiv.org/abs/2409.05746
Review_297,Beyond Neural Scaling Laws: Beating Power Law Scaling via Data Pruning,https://arxiv.org/abs/2206.14486
Review_298,Q*: Improving Multi-step Reasoning for LLMs with Deliberative Planning,https://arxiv.org/pdf/2406.14283
Review_299,Rethinking Benchmark and Contamination for Language Models with Rephrased Samples,https://arxiv.org/pdf/2311.04850
Review_300,STaR: Self-Taught Reasoner Bootstrapping Reasoning With Reasoning,https://arxiv.org/pdf/2203.14465
Review_301,Training Chain-of-Thought via Latent-Variable Inference,https://arxiv.org/pdf/2312.02179
Review_302,Training Large Language Models for Reasoning through Reverse Curriculum Reinforcement Learning,https://arxiv.org/pdf/2402.05808
Review_303,REFT: Reasoning with REinforced Fine-Tuning,https://arxiv.org/pdf/2401.08967
Review_304,Quiet-STaR: Language Models Can Teach Themselves to Think Before Speaking,https://arxiv.org/pdf/2403.09629
Review_305,Training Language Models to Self-Correct via Reinforcement Learning,https://arxiv.org/pdf/2409.12917
Review_306,LLMs Still can’t Plan; can LRMs? A PRELIMINARY EVALUATION OF OPENAI’S O1 on PLANBENCH,https://arxiv.org/abs/2409.13373
Review_307,RRM: ROBUST REWARD MODEL TRAINING MITIGATES REWARD HACKING,https://arxiv.org/abs/2409.13156
Review_308,REWARD-ROBUST RLHF IN LLMS,https://www.arxiv.org/abs/2409.15360
Review_309,Meta-Whisper: Speech-Based Meta-ICL for ASR on Low-Resource Languages,https://arxiv.org/abs/2409.10429
Review_310,ASR Error Correction using Large Language Models,https://arxiv.org/pdf/2409.09554
Review_311,SCHRODINGER’S MEMORY: LARGE LANGUAGE MODELS,https://arxiv.org/pdf/2409.10482
Review_312,Larger and more instructable language models become less reliable,https://www.nature.com/articles/s41586-024-07930-y
Review_313,"Transformers are Expressive, But Are They Expressive Enough for Regression?",https://arxiv.org/pdf/2402.15478
Review_314,Were RNNs All We Needed?,https://arxiv.org/abs/2410.01201v1
Review_315,CONTRASTIVE LOCALIZED LANGUAGE-IMAGE PRE-TRAINING,https://arxiv.org/pdf/2410.02746
Review_316,CONTEXTUAL DOCUMENT EMBEDDINGS,https://arxiv.org/abs/2410.02525
Review_317,DIFFERENTIAL TRANSFORMER,https://arxiv.org/abs/2410.05258
Review_318,SELECTIVE ATTENTION IMPROVES TRANSFORMER,https://arxiv.org/pdf/2410.02703
Review_319,GSM-Symbolic: Understanding the Limitations of Mathematical Reasoning in Large Language Models,https://arxiv.org/abs/2410.05229
Review_320,LLMS KNOW MORE THAN THEY SHOW: ON THE IN-TRINSIC REPRESENTATION OF LLM HALLUCINATIONS,https://arxiv.org/abs/2410.02707
Review_321,EFFICIENT DICTIONARY LEARNING WITH SWITCH SPARSE AUTOENCODERS,https://arxiv.org/abs/2410.08201
Review_322,EFFICIENT REINFORCEMENT LEARNING WITH LARGE LANGUAGE MODEL PRIORS,https://arxiv.org/pdf/2410.07927
Review_323,EQUIVARIANT CONTRASTIVE LEARNING,https://arxiv.org/abs/2111.00899
Review_324,SimCSE: Simple Contrastive Learning of Sentence Embeddings,https://arxiv.org/pdf/2104.08821
Review_325,DiffCSE: Difference-based Contrastive Learning for Sentence Embeddings,https://arxiv.org/pdf/2204.10298
Review_326,"RL, BUT DON’T DO ANYTHING I WOULDN’T DO",https://arxiv.org/abs/2410.06213
Review_327,Sample what you can’t compress,https://arxiv.org/abs/2409.02529
Review_328,Predicting from Strings: Language Model Embeddings for Bayesian Optimization,https://arxiv.org/pdf/2410.10190
Review_329,HOW MANY VAN GOGHS DOES IT TAKE TO VAN GOGH? FINDING THE IMITATION THRESHOLD,https://arxiv.org/pdf/2410.15002
Review_330,Amortized Planning with Large-Scale Transformers: A Case Study on Chess,https://arxiv.org/pdf/2402.04494v2
Review_331,Efficient Vision-Language Pre-training by Cluster Masking,https://arxiv.org/pdf/2405.08815
Review_332,HEAVY-TAILED DIFFUSION MODELS,https://arxiv.org/pdf/2410.14171
Review_333,"Global Lyapunov functions: a long-standing open problem in mathematics, with symbolic transformers",https://arxiv.org/abs/2410.08304
Review_334,Beyond Preferences in AI Alignment,https://arxiv.org/abs/2408.16984
Review_335,Understanding Transformers via N-gram Statistics,https://www.arxiv.org/abs/2407.12034
Review_336,LLMs Are In-Context Reinforcement Learners,https://arxiv.org/pdf/2410.05362
Review_337,Learning to Compress: Local Rank and Information Compression in Deep Neural Networks,https://arxiv.org/abs/2410.07687
Review_338,TOKENFORMER: RETHINKING TRANSFORMER SCALING WITH TOKENIZED MODEL PARAMETERS,https://arxiv.org/abs/2410.23168
Review_339,Refusal in Language Models Is Mediated by a Single Direction,https://arxiv.org/abs/2406.11717
Review_340,RETHINKING SOFTMAX: SELF-ATTENTION WITH POLYNOMIAL ACTIVATIONS,https://arxiv.org/abs/2410.18613
Review_341,Cross-layer Attention Sharing for Large Language Models,https://arxiv.org/abs/2408.01890
Review_342,Occam’s Razor for Self Supervised Learning: What is Sufficient to Learn Good Representations?,https://arxiv.org/pdf/2406.10743
Review_343,CROSS-ENTROPY IS ALL YOU NEED TO INVERT THE DATA GENERATING PROCESS,https://arxiv.org/abs/2410.21869
Review_344,WHAT MATTERS IN TRANSFORMERS? NOT ALL ATTENTION IS NEEDED,https://arxiv.org/abs/2406.15786
Review_345,Stealing Part of a Production Language Model,https://arxiv.org/abs/2403.06634
Review_346,OccamLLM: Fast and Exact Language Model Arithmetic in a Single Step,https://arxiv.org/abs/2406.06576
Review_347,NON-NEGATIVE CONTRASTIVE LEARNING,https://arxiv.org/abs/2403.12459
Review_348,Knowledge Editing in Language Models via Adapted Direct Preference Optimization,https://arxiv.org/abs/2406.09920v1
Review_349,Adaptive Decoding via Latent Preference Optimization,https://arxiv.org/abs/2411.09661
Review_350,Unfamiliar Finetuning Examples Control How Language Models Hallucinate,https://arxiv.org/abs/2403.05612
Review_351,The Unreasonable Ineffectiveness of the Deeper Layers,https://arxiv.org/abs/2403.17887
Review_352,Table Meets LLM: Can Large Language Models Understand Structured Table Data? A Benchmark and Empirical Study,https://arxiv.org/abs/2305.13062
Review_353,Is DPO Superior to PPO for LLM Alignment? A Comprehensive Study,https://arxiv.org/abs/2404.10719
Review_354,The Illusion of State in State-Space Models,https://arxiv.org/abs/2404.08819
Review_355,Parameter-Efficient Fine-Tuning with Discrete Fourier Transform,https://arxiv.org/abs/2405.03003
Review_356,In-Context Learning with Long-Context Models: An In-Depth Exploration,https://arxiv.org/abs/2405.00200
Review_357,Fishing for Magikarp: Automatically detecting under-trained tokens in large language models,https://arxiv.org/abs/2405.05417
Review_358,Autoregressive Model Beats Diffusion: Llama for Scalable Image Generation,https://arxiv.org/abs/2406.06525
Review_359,KAN: Kolmogorov–Arnold Networks,https://arxiv.org/pdf/2404.19756
Review_360,Memory3: Language Modeling with Explicit Memory,https://arxiv.org/abs/2407.01178
Review_361,Retrieval-Augmented Generation with Knowledge Graphs for Customer Service Question Answering,https://arxiv.org/abs/2404.17723
Review_362,"Scaling Synthetic Data Creation with 1,000,000,000 Personas",https://arxiv.org/abs/2406.20094
Review_363,LLM2LLM: Boosting LLMs with Novel Iterative Data Enhancement,https://arxiv.org/pdf/2403.15042
Review_364,Byte Latent Transformer: Patches Scale Better Than Tokens,https://arxiv.org/abs/2412.09871
Review_365,Large Concept Models: Language Modeling in a Sentence Representation Space,https://arxiv.org/abs/2412.08821
Review_366,FAN: Fourier Analysis Networks,https://arxiv.org/abs/2410.02675
Review_367,Reasoning in Large Language Models: A Geometric Perspective,https://arxiv.org/abs/2407.02678
Review_368,T-FREE: Tokenizer-Free Generative LLMs via Sparse Representations for Memory-Efficient Embeddings,https://arxiv.org/abs/2406.19223
Review_369,Vision language models are blind,https://arxiv.org/abs/2407.06581
Review_370,RL for Consistency Models: Faster Reward Guided Text-to-Image Generation,https://arxiv.org/abs/2404.03673
Review_371,Position: Future Directions in the Theory of Graph Machine Learning,https://arxiv.org/abs/2402.02287
Review_372,Graph Diffusion Policy Optimization,https://arxiv.org/abs/2402.16302
Review_373,Inference-Aware Fine-Tuning for Best-of-N Sampling in Large Language Models,https://arxiv.org/abs/2412.15287
Review_374,Loss of plasticity in deep continual learning,https://doi.org/10.1038/s41586-024-07711-7
Review_375,A PERCOLATION MODEL OF EMERGENCE: ANALYZING TRANSFORMERS TRAINED ON A FORMAL LANGUAGE,https://arxiv.org/abs/2408.12578
Review_376,A Survey on Efficient Inference for Large Language Models,https://arxiv.org/abs/2404.14294
Review_377,Anchored Preference Optimization and Contrastive Revisions Addressing Underspecification in Alignment,https://arxiv.org/abs/2408.06266
Review_378,When Can Transformers Count to n?,https://arxiv.org/pdf/2407.15160
Review_379,Chain of Thought Empowers Transformers to Solve Inherently Serial Problems,https://arxiv.org/abs/2402.12875
Review_380,Evaluating the Design Space of Diffusion-Based Generative Models,https://arxiv.org/abs/2406.12839
Review_381,Improve Mathematical Reasoning in Language Models by Automated Process Supervision,https://arxiv.org/abs/2406.06592
Review_382,Diffusion Models for Non-autoregressive Text Generation: A Survey,https://arxiv.org/abs/2303.06574
Review_383,Towards a Unified View of Preference Learning for Large Language Models: A Survey,https://arxiv.org/abs/2409.02795
Review_384,MAKING TEXT EMBEDDERS FEW-SHOT LEARNERS,https://arxiv.org/abs/2409.15700
Review_385,"The Lottery Ticket Hypothesis: Finding Sparse, Trainable Neural Networks",https://arxiv.org/pdf/1803.03635
Review_386,Time-MoE: Billion-Scale Time Series Foundation Models with Mixture of Experts,https://arxiv.org/pdf/2409.16040
Review_387,MONOFORMER: ONE TRANSFORMER FOR BOTH DIFFUSION AND AUTOREGRESSION,https://arxiv.org/abs/2409.16280
Review_388,Back to Basics: Revisiting REINFORCE Style Optimization for Learning from Human Feedback in LLMs,https://arxiv.org/abs/2402.14740
Review_389,FineZip : Pushing the Limits of Large Language Models for Practical Lossless Text Compression,https://arxiv.org/abs/2409.17141
Review_390,A Survey on Diffusion Models for Inverse Problems,https://arxiv.org/pdf/2410.00083
Review_391,Law of the Weakest Link: Cross Capabilities of Large Language Models,https://arxiv.org/abs/2409.19951
Review_392,"Classical Statistical (In-Sample) Intuitions Don’t GeneralizeWell: A Note on Bias-Variance Tradeoffs, Overfitting and Moving from Fixed to Random Designs",https://arxiv.org/pdf/2409.18842
Review_393,The Perfect Blend: Redefining RLHF with Mixture of Judges,https://arxiv.org/abs/2409.20370
Review_394,Deep Generative Models through the Lens of the Manifold Hypothesis: A Survey and New Connections,https://arxiv.org/abs/2404.02954
Review_395,"SMALL LANGUAGE MODELS: SURVEY, MEASUREMENTS, AND INSIGHTS",https://arxiv.org/abs/2409.15790
Review_396,Rejection Sampling IMLE: Designing Priors for Better Few-Shot Image Synthesis,https://arxiv.org/abs/2409.17439
Review_397,Why Is Anything Conscious?,https://arxiv.org/abs/2409.14545
Review_398,On the expressiveness and spectral bias of KANs,https://arxiv.org/abs/2410.01803
Review_399,STUFFED MAMBA: State Collapse and State Capacity of RNN-Based Long-Context Modeling,https://arxiv.org/abs/2410.07145
Review_400,One Initialization to Rule them All: Fine-tuning via Explained Variance Adaptation,https://arxiv.org/abs/2410.07170
Review_401,A Spectral Condition for Feature Learning,https://arxiv.org/abs/2310.17813
Review_402,Representation Alignment for Generation: Training Diffusion Transformers is Easier than you Think,https://arxiv.org/abs/2410.06940
Review_403,THINKING LLMS: GENERAL INSTRUCTION FOLLOWING WITH THOUGHT GENERATION,https://arxiv.org/abs/2410.10630
Review_404,Losing dimensions: Geometric memorization in generative diffusion,https://arxiv.org/abs/2410.08727
Review_405,When Does Perceptual Alignment Benefit Vision Representations?,https://arxiv.org/abs/2410.10817
Review_406,Addition Is All You Need: For Energy-Efficient Language Models,https://arxiv.org/abs/2410.00907
Review_407,Understanding Visual Feature Reliance through the Lens of Complexity,https://arxiv.org/abs/2407.06076
Review_408,Unity by Diversity: Improved Representation Learning for Multimodal VAEs,https://arxiv.org/abs/2403.05300
Review_409,The FFT Strikes Back: An Efficient Alternative to Self-Attention,https://arxiv.org/abs/2502.18394
Review_410,LORA VS FULL FINE-TUNING: AN ILLUSION OF EQUIVALENCE,https://arxiv.org/abs/2410.21228
Review_411,An Empirical Model of Large-Batch Training,https://arxiv.org/abs/1812.06162
Review_412,The Geometry of Concepts: Sparse Autoencoder Feature Structure,https://arxiv.org/abs/2410.19750
Review_413,Mixtures of in-context learners,https://arxiv.org/abs/2411.02830
Review_414,LYNX: ENABLING EFFICIENT MOE INFERENCE THROUGH DYNAMIC BATCH-AWARE EXPERT SELECTION,https://arxiv.org/abs/2411.08982
Review_415,Number Cookbook: Number Understanding of Language Models and How to Improve It,https://arxiv.org/abs/2411.03766
Review_416,THE SUPER WEIGHT IN LARGE LANGUAGE MODELS,https://arxiv.org/abs/2411.07191
Review_417,Beyond Matryoshka: Revisiting Sparse Coding for Adaptive Representation,https://arxiv.org/pdf/2503.01776
Review_418,Transformers are Universal In-context Learner,https://arxiv.org/abs/2408.01367
Review_419,SLIM: Let LLM Learn More and Forget Less with Soft LoRA and Identity Mixture,https://arxiv.org/pdf/2410.07739
Review_420,A Survey on Kolmogorov-Arnold Network,https://arxiv.org/abs/2411.06078
Review_421,Generative Representational Instruction Tuning,https://arxiv.org/abs/2402.09906
Review_422,JanusFlow: Harmonizing Autoregression and Rectified Flow for Unified Multimodal Understanding and Generation,https://arxiv.org/abs/2411.07975
Review_423,EFFICIENTLY LEARNING AT TEST-TIME: ACTIVE FINE-TUNING OF LLMS,https://arxiv.org/abs/2410.08020
Review_424,softmax is not enough (for sharp out-of-distribution),https://arxiv.org/abs/2410.01104
Review_425,"LLMs learn governing principles of dynamical systems, revealing an in-context neural scaling law",https://arxiv.org/abs/2402.00795
Review_426,Physics in Next-token Prediction,https://arxiv.org/abs/2411.00660
Review_427,STAR ATTENTION: EFFICIENT LLM INFERENCE OVER LONG SEQUENCES,https://arxiv.org/abs/2411.17116
Review_428,DoReMi: Optimizing Data Mixtures Speeds Up Language Model Pretraining,https://arxiv.org/abs/2305.10429
Review_429,UniMax: Fairer and More Effective Language Sampling for Large-Scale Multilingual Pretraining,https://arxiv.org/abs/2304.09151
Review_430,Efficient Online Data Mixing For Language Model Pre-Training,https://arxiv.org/pdf/2312.02406
Review_431,OPTIMIZING PRETRAINING DATA MIXTURES WITH LLM-ESTIMATED UTILITY,https://arxiv.org/abs/2501.11747
Review_432,SymDPO: Boosting In-Context Learning of Large Multimodal Models with Symbol Demonstration Direct Preference Optimization,https://arxiv.org/abs/2411.11909
Review_433,"Amortizing intractable inference in diffusion models for vision, language, and control",https://arxiv.org/abs/2405.20971
Review_434,GIVT: Generative Infinite-Vocabulary Transformers,https://arxiv.org/pdf/2312.02116
Review_435,JETFORMER: AN AUTOREGRESSIVE GENERATIVE MODEL OF RAW IMAGES AND TEXT,https://arxiv.org/abs/2411.19722
Review_436,O1-CODER: AN O1 REPLICATION FOR CODING,https://arxiv.org/abs/2412.00154
Review_437,Arithmetic Without Algorithms: Language Models Solve Math with a Bag of Heuristics,https://arxiv.org/abs/2410.21272
Review_438,ONE STEP DIFFUSION VIA SHORTCUT MODELS,https://arxiv.org/abs/2410.12557
Review_439,Draft Model Knows When to Stop: A Self-Verification Length Policy for Speculative Decoding,https://arxiv.org/abs/2411.18462
Review_440,Classifier-Free Guidance inside the Attraction Basin May Cause Memorization,https://arxiv.org/abs/2411.16738
Review_441,Memorization to Generalization: The Emergence of Diffusion Models from Associative Memory,https://openreview.net/forum?id=zVMMaVy2BY
Review_442,Critical Tokens Matter: Token-Level Contrastive Estimation Enhances LLM’s Reasoning Capability,https://arxiv.org/abs/2411.19943
Review_443,Training Large Language Models to Reason in a Continuous Latent Space,https://arxiv.org/pdf/2412.06769
Review_444,Normalizing Flows are Capable Generative Models,https://arxiv.org/abs/2412.06329
Review_445,The Broader Spectrum of In-Context Learning,https://arxiv.org/abs/2412.03782
Review_446,Multimodal Latent Language Modeling with Next-Token Diffusion,https://arxiv.org/abs/2412.08635
Review_447,Around the World in 80 Timesteps: A Generative Approach to Global Visual Geolocation,https://arxiv.org/pdf/2412.06781
Review_448,THE COMPLEXITY DYNAMICS OF GROKKING,https://arxiv.org/abs/2412.09810
Review_449,ON SPEEDING UP LANGUAGE MODEL EVALUATION,https://arxiv.org/abs/2407.06172
Review_450,Do NOT Think That Much for 2+3=? On the Overthinking of o1-Like LLMs,https://arxiv.org/abs/2412.21187
Review_451,Graph Generative Pre-trained Transformer,https://arxiv.org/abs/2501.01073
Review_452,Memory Layers at Scale,https://arxiv.org/abs/2412.09764
Review_453,EfficientQAT: Efficient Quantization-Aware Training for Large Language Models,https://arxiv.org/abs/2407.11062
Review_454,ICLR: In-Context Learning of Representations,https://arxiv.org/abs/2501.00070
Review_455,GROKKING AT THE EDGE OF NUMERICAL STABILITY,https://arxiv.org/abs/2501.04697
Review_456,ZEROSEARCH: Incentivize the Search Capability of LLMs without Searching,https://arxiv.org/abs/2505.04588
Review_457,Don’t Do RAG: When Cache-Augmented Generation is All You Need for Knowledge Tasks,https://arxiv.org/pdf/2412.15605
Review_458,rStar-Math: Small LLMs Can Master Math Reasoning with Self-Evolved Deep Thinking,https://arxiv.org/abs/2501.04519
Review_459,Neuro-Symbolic AI i 2024: A Systematic Review,https://arxiv.org/abs/2501.05435
Review_460,Jasper and Stella: distillation of SOTA embedding models,https://arxiv.org/abs/2412.19048
Review_461,Learn Beyond the Answer: Training Language Models with Reflection for Mathematical Reasoning,https://arxiv.org/abs/2406.12050
Review_462,Common Sense Is All You Need,https://arxiv.org/pdf/2501.06642
Review_463,Reinforcement Learning for Reasoning in Small LLMs: What Works and What Doesn’t,https://arxiv.org/abs/2503.16219
Review_464,Task Singular Vectors: Reducing Task Interference in Model Merging,https://arxiv.org/abs/2412.00081
Review_465,Rate-In: Information-Driven Adaptive Dropout Rates for Improved Inference-Time Uncertainty Estimation,https://arxiv.org/abs/2412.07169
Review_466,Spurious Rewards: Rethinking Training Signals in RLVR – Fast Overview,https://arxiv.org/abs/2412.07169
Review_467,TRANSFORMER-SQUARED: SELF-ADAPTIVE LLMS,https://arxiv.org/abs/2501.06252
Review_468,Inference-Time Scaling for Diffusion Models beyond Scaling Denoising Steps,https://arxiv.org/abs/2501.09732
Review_469,Is Stochastic Gradient Descent Effective? A PDE Perspective on Machine Learning Processes,https://arxiv.org/abs/2501.08425
Review_470,Random Teachers are Good Teachers,https://arxiv.org/abs/2302.12091
Review_471,Evolutionary Computation in the Era of Large Language Model: Survey and Roadmap,https://arxiv.org/abs/2401.10034
Review_472,Harnessing the Universal Geometry of Embeddings,https://arxiv.org/abs/2505.12540
Review_473,Evolving Deeper LLM Thinking,https://arxiv.org/abs/2501.09891
Review_474,Janus: Decoupling Visual Encoding for Unified Multimodal Understanding and Generation,https://arxiv.org/abs/2410.13848
Review_475,The Alternative Annotator Test for LLM-as-a-Judge: How to Statistically Justify Replacing Human Annotators with LLMs,https://arxiv.org/abs/2501.10970
Review_476,Open Problems in Mechanistic Interpretability,https://arxiv.org/abs/2501.16496
Review_477,Agent-as-a-Judge: Evaluate Agents with Agents,https://arxiv.org/abs/2410.10934
Review_478,In-Context Symbolic Regression: Leveraging Large Language Models for Function Discovery,https://arxiv.org/pdf/2404.19094
Review_479,DINO-WM:World Models on Pre-trained Visual Features enable Zero-shot Planning,https://arxiv.org/abs/2411.04983
Review_480,Investigating Tax Evasion Emergence Using Dual Large Language Model and Deep Reinforcement Learning Powered Agent-based Simulation,https://arxiv.org/abs/2501.18177
Review_481,Procedural Knowledge in Pretraining Drives Reasoning in Large Language Models,https://arxiv.org/abs/2411.12580
Review_482,Frontier Models are Capable of In-context Scheming,https://arxiv.org/abs/2412.04984
Review_483,s1: Simple test-time scaling,https://arxiv.org/abs/2501.19393
Review_484,GENARM: Reward Guided Generation with Autoregressive Reward Model for Test-Time Alignment,https://arxiv.org/abs/2410.0819
Review_485,Reinforcement Pre-Training,https://arxiv.org/abs/2506.08007
Review_486,"Building Bridges between Regression, Clustering, and Classification",https://arxiv.org/pdf/2502.02996
Review_487,Decision Trees That Remember: Gradient-Based Learning of Recurrent Decision Trees with Memory,https://arxiv.org/abs/2502.04052
Review_488,Forget What You Know about LLMs Evaluations - LLMs are Like a Chameleon,https://arxiv.org/abs/2502.07445
Review_489,Empirical evidence of Large Language Model's influence on human spoken communication,https://arxiv.org/abs/2409.01754
Review_490,Hierarchical Reasoning Model,https://arxiv.org/abs/2506.21734
Review_491,Mixture-of-Recursions: Learning Dynamic Recursive Depths for Adaptive Token-Level Computation,https://arxiv.org/abs/2507.10524
Review_492,Rethinking Transformers Through the Lens of Physics: The Rise of Energy-Based Models,https://arxiv.org/abs/2507.02092
Review_493,Where to show Demos in Your Prompt: A Positional Bias of In-Context Learning,https://arxiv.org/abs/2507.22887
Review_494,Efficient Attention Mechanisms for Large Language Models: A Survey,https://arxiv.org/abs/2507.19595
Review_495,Your LLM Knows the Future: Uncovering Its Multi-Token Prediction Potential,https://arxiv.org/abs/2507.11851
Review_496,Checklists Are Better Than Reward Models For Aligning Language Model,https://arxiv.org/abs/2507.18624
Review_497,FormulaOne: Measuring the Depth of Algorithmic Reasoning Beyond Competitive Programming,https://arxiv.org/abs/2507.13337
Review_498,Large Action Models: From Inception to Implementation,https://arxiv.org/pdf/2412.10047
Review_499,Training Transformers with Enforced Lipschitz Bounds,https://arxiv.org/abs/2507.13338
Review_500,Scaling Laws for Forgetting When Fine-Tuning Large Language Models,https://arxiv.org/abs/2401.05605
Review_501,MemOS: An Operating System for Memory-Augmented Generation (MAG) in Large Language Models,https://arxiv.org/abs/2505.22101
Review_502,Pulling Back the Curtain: Unsupervised Adversarial Detection via Contrastive Auxiliary Networks,https://arxiv.org/pdf/2502.09110
Review_503,Memento: Fine-tuning LLM Agents without Fine-tuning LLMs,https://arxiv.org/abs/2508.16153
Review_504,DEEP THINK WITH CONFIDENCE,https://arxiv.org/abs/2508.15260
Review_505,Strategic Intelligence in Large Language Models: Evidence from evolutionary Game Theory,https://arxiv.org/abs/2507.02618
Review_506,A Survey on Large Language Model Benchmarks,https://arxiv.org/abs/2508.15361
Review_507,Group Sequence Policy Optimization,https://www.arxiv.org/abs/2507.18071
Review_508,Signal and Noise: A Framework for Reducing Uncertainty in Language Model Evaluation,https://arxiv.org/abs/2508.13144
Review_509,Fantastic Pretraining Optimizers and Where to Find Them,https://arxiv.org/abs/2509.02046
Review_510,Inducing State Anxiety in LLM Agents Reproduces Human-Like Biases in Consumer Decision-Making,https://www.researchsquare.com/article/rs-7587964/v1
Review_511,On the Theoretical Limitations of Embedding-Based Retrieval,https://arxiv.org/abs/2508.21038
Review_512,Bootstrapping Task Spaces for Self-Improvementֿ,https://www.arxiv.org/abs/2509.04575
Review_513,THE ORIGIN OF SELF-ATTENTION: PAIRWISE AFFINITY MATRICES IN FEATURE SELECTION AND THE EMERGENCE OF SELF-ATTENTION,https://arxiv.org/abs/2507.14560
Review_514,Foundation Models for Time Series Analysis- A Tutorial and Survey,https://arxiv.org/abs/2403.14735
